"priorindex","index","postindex","episode","Provider","starrating","tracklab","surgeryregistry","nursingregistry","Total Case Mix Index-Sum of Relative Weights","Disproportionate Share Hospital Patient percent","AHA: NETWORK","AHA: MEDICAL HOME PROGRAM YES/NO","AHA: DISCHARGES, MEDICARE INPAT,","AHA: DISCHARGES, MEDICAID INPAT,","AHA: ADJUSTED ADMISSIONS","AHA: PERSONNEL, FTE, MD & DD","AHA: TOTAL PRIVILEDGE PHYSICIAN TOT PRI CAR","AHA: TOTAL PRIVILEDGE PHYSICIAN TOTAL","ownership","hospital","hrr","maadvantage","avgagehrr","avghcchrr","pctmalehrr","pctblackhrr","pcthispanichrr","pctmdcaidhrr","pctbenesusip","pctbenesusnf","pctbenesuhh","pctbenesuop","pctbenesuasc","Acute Care Hospital Beds per 1,000 Residents (2012)","FTE Hospital Employees per 1,000 Residents (2012)","Total Physicians per 100,000 Residents (2011)","Primary Care Physicians per 100,000 Residents (2011)","Total Specialists per 100,000 Residents (2011)","Medical Specialists per 100,000 Residents (2011)","Surgeons per 100,000 Residents (2011)","mdadjadmit","bundledpayment","Rank for Variable dshpct","Rank for Variable cmi","Rank for Variable mdadjadmit","mdschool","bedsize","Bed Count: Certified","urban","jchao","teaching"
811,11265,14440,26517,450644,3,Yes,N,N,1.8191,0.51389,1,0,4900,3290,21238,0,0,5,for-profit,West Houston Medical Center,397,40.78,75,1,44.68,11.09,9.82,9.79,16.62,4.53,11.81,59,10.01,2.220210667641,13.28020524001,178.74407276,56.387442321,120.3175835,47.40189053,35.0336072,0,0,3,3,0,no affiliation,medium,223,1,1,0
690,13308,10215,24212,450647,3,Yes,Y,Y,1.93751,0.30656,1,0,7655,4505,33422,0,218,1256,for-profit,Medical City Dallas Hospital,391,31.46,75,0.97,43.56,8.62,6.09,10.35,16.83,5.11,13.49,56.69,12.19,2.207400952844,12.55102433474,190.8242376,62.832265613,125.77438686,46.422281132,37.543197222,0,0,2,3,0,limited/graduate,large,592,1,1,1
1247,11269,11614,24128,450651,3,Yes,N,Y,1.6209,0.23515,0,0,7430,1292,24906,0,186,1226,for-profit,Medical Center of Plano,391,31.46,75,0.97,43.56,8.62,6.09,10.35,16.83,5.11,13.49,56.69,12.19,2.207400952844,12.55102433474,190.8242376,62.832265613,125.77438686,46.422281132,37.543197222,0,0,1,2,0,no affiliation,large,427,1,1,0
562,7043,9117,16723,450653,2,Yes,N,N,1.1586,0.27866,0,0,898,355,5235,0,12,27,for-profit,Scenic Mountain Medical Center,400,23.94,76,0.97,44.18,2.98,20.16,15.95,18.29,5.54,12.66,70.32,7.03,3.082908958633,16.76655598287,160.57928683,59.113630636,99.106349747,32.186871873,35.01251154,0,1,2,0,0,no affiliation,medium,132,0,1,0
602,6190,7578,14371,450654,3,No,N,N,1.0101,0.69607,0,0,715,273,4557,1,13,17,public,Starr County Memorial Hospital,402,51.37,75,1.18,47.04,0.2,70.67,35.49,17.09,4.19,17.33,56.37,3.38,2.635802296514,12.28571106703,117.44206214,47.498081063,67.311552127,23.149278539,23.148584499,0.0002194426,1,3,0,1,no affiliation,small,48,0,0,0
741,9757,10173,20671,450656,3,Yes,N,N,1.621,0.22871,0,0,1967,335,7397,1,41,166,not-for-profit,Nacogdoches Medical Center,397,40.78,75,1,44.68,11.09,9.82,9.79,16.62,4.53,11.81,59,10.01,2.220210667641,13.28020524001,178.74407276,56.387442321,120.3175835,47.40189053,35.0336072,0.0001351899,0,1,2,1,no affiliation,medium,150,0,1,0
604,7285,8534,18622,450658,3,Yes,N,N,1.1385,0.0814036904,1,0,349,25,2088,0,5,44,not-for-profit,East Texas Medical Center Fairfield,418,33.29,75,0.93,44.81,9.48,7.01,14.47,17.68,6.72,11.12,68.14,8.2,2.455050954653,14.1058222017,173.34495267,62.727128358,108.42382707,32.895673027,38.48197489,0,0,0,0,0,no affiliation,small,48,0,0,0
604,9776,11891,22270,450659,4,Yes,N,N,1.6397,0.50017,0,0,2007,507,6215,2,77,259,for-profit,Park Plaza Hospital,397,40.78,75,1,44.68,11.09,9.82,9.79,16.62,4.53,11.81,59,10.01,2.220210667641,13.28020524001,178.74407276,56.387442321,120.3175835,47.40189053,35.0336072,0.0003218021,0,3,2,1,limited/graduate,large,508,1,1,1
827,10991,9996,21813,450661,3,Yes,N,N,1.7666,0.5733,0,0,1380,1835,10689,0,54,120,for-profit,Odessa Regional Medical Center,406,21.94,76,0.93,44.52,3.49,31.27,19.53,16.64,3.79,11.58,60.37,8.13,2.459640771413,14.62935539067,139.82119585,49.001263319,88.904771932,30.231047406,32.474191449,0,0,3,3,0,no affiliation,medium,230,1,0,0
584,10505,11311,22401,450662,3,Yes,N,N,1.6825,0.69755,0,0,3602,3257,13861,0,84,287,for-profit,Valley Regional Medical Center,396,47.9,76,1.22,44.57,0.24,67,40.43,18.03,4.44,19.31,51.66,7.17,2.329912298854,8.658615176333,113.79869544,45.117632696,66.339156446,24.242622018,22.563519971,0,0,3,2,0,no affiliation,medium,214,1,1,0
810,10521,10135,21467,450668,2,Yes,N,N,1.6277,0.39985,1,0,5346,1656,16075,0,371,843,for-profit,The Hospitals of Providence Sierra Campus,393,49.32,75,0.96,46.36,2.69,42.98,15.36,15.08,3.27,12.29,53.67,11.41,1.95259412071,10.34016292391,146.89437118,50.974662411,93.754859972,34.52331416,30.093388103,0,0,3,2,0,limited/graduate,medium,238,1,1,1
707,9620,9997,20323,450669,3,Yes,N,Y,1.4364,0.29443,0,0,2565,1127,11316,0,96,561,not-for-profit,Medical Center of Lewisville,391,31.46,75,0.97,43.56,8.62,6.09,10.35,16.83,5.11,13.49,56.69,12.19,2.207400952844,12.55102433474,190.8242376,62.832265613,125.77438686,46.422281132,37.543197222,0,0,2,1,0,no affiliation,medium,202,1,1,0
662,10131,12281,23074,450670,3,Yes,N,N,1.5564,0.14005,0,0,5254,956,18303,0,103,503,for-profit,Tomball Regional Medical Center,397,40.78,75,1,44.68,11.09,9.82,9.79,16.62,4.53,11.81,59,10.01,2.220210667641,13.28020524001,178.74407276,56.387442321,120.3175835,47.40189053,35.0336072,0,0,0,2,0,no affiliation,medium,289,1,1,0
1155,12440,10480,24076,450672,3,Yes,N,Y,1.8306,0.16663,0,0,5997,751,14070,0,90,578,for-profit,Plaza Medical Center of Fort Worth,394,43.24,75,1,44.41,6.2,6.73,8.86,17.65,5,12.67,52.32,13.55,2.020750367024,12.95390276471,164.7835575,57.471677695,104.77748636,37.377842377,34.858819159,0,0,0,3,0,major teaching,medium,320,1,1,1
905,7712,2000,10618,450674,3,Yes,N,Y,1.0866,0.50569,1,0,174,2849,19621,0,500,700,for-profit,Woman's Hospital of Texas,397,40.78,75,1,44.68,11.09,9.82,9.79,16.62,4.53,11.81,59,10.01,2.220210667641,13.28020524001,178.74407276,56.387442321,120.3175835,47.40189053,35.0336072,0,1,3,0,0,limited/graduate,medium,397,1,1,1
693,10455,11328,22477,450675,3,Yes,N,Y,1.6115,0.43495,0,0,5416,3744,21656,0,114,551,for-profit,Medical Center Arlington,394,43.24,75,1,44.41,6.2,6.73,8.86,17.65,5,12.67,52.32,13.55,2.020750367024,12.95390276471,164.7835575,57.471677695,104.77748636,37.377842377,34.858819159,0,1,3,2,0,no affiliation,medium,326,1,1,0
678,10128,11203,22007,450677,4,Yes,N,Y,1.6289,0.22402,1,0,5038,1563,19886,0,52,372,not-for-profit,Texas Health Huguley Hospital Fort Worth South,394,43.24,75,1,44.41,6.2,6.73,8.86,17.65,5,12.67,52.32,13.55,2.020750367024,12.95390276471,164.7835575,57.471677695,104.77748636,37.377842377,34.858819159,0,0,1,2,0,no affiliation,medium,213,1,1,0
664,9346,12539,22548,450678,3,Yes,N,N,1.5061,0.29718,0,0,3491,1616,12572,0,73,452,for-profit,Doctors Hospital at White Rock Lake,391,31.46,75,0.97,43.56,8.62,6.09,10.35,16.83,5.11,13.49,56.69,12.19,2.207400952844,12.55102433474,190.8242376,62.832265613,125.77438686,46.422281132,37.543197222,0,0,2,1,0,no affiliation,medium,232,1,1,0
723,10605,11304,22633,450684,4,Yes,Y,Y,1.5685,0.33245,1,1,5588,1930,25150,0,31,288,public,Memorial Hermann Northeast,397,40.78,75,1,44.68,11.09,9.82,9.79,16.62,4.53,11.81,59,10.01,2.220210667641,13.28020524001,178.74407276,56.387442321,120.3175835,47.40189053,35.0336072,0,0,2,2,0,no affiliation,medium,195,1,1,0
1540,11075,9608,22223,450686,3,Yes,Y,Y,1.86321,0.42628,0,1,9730,7246,54314,0,84,519,public,University Medical Center,400,23.94,76,0.97,44.18,2.98,20.16,15.95,18.29,5.54,12.66,70.32,7.03,3.082908958633,16.76655598287,160.57928683,59.113630636,99.106349747,32.186871873,35.01251154,0,0,3,3,0,major teaching,large,499,1,1,1
733,10455,13373,24561,450688,2,Yes,N,N,1.6698,0.2725,0,0,2155,710,9188,0,85,174,for-profit,Dallas Regional Medical Center,391,31.46,75,0.97,43.56,8.62,6.09,10.35,16.83,5.11,13.49,56.69,12.19,2.207400952844,12.55102433474,190.8242376,62.832265613,125.77438686,46.422281132,37.543197222,0,1,2,2,0,no affiliation,medium,172,1,1,0
495,10124,7881,18500,450690,4,Yes,N,N,1.4342,0.173713121,0,1,1480,256,5076,71,20,183,public,University of Texas Health Northeast,416,25.71,75,0.97,44.82,8.43,2.9,11.84,17.86,5.32,13.3,74.26,9.15,2.443587034679,15.14119046007,175.0758229,60.094314884,112.86727745,42.186381292,36.985151215,0.0139873916,0,0,1,3,limited/graduate,medium,107,1,1,1
417,6479,10221,17117,450694,3,No,N,N,1.2384,0.11976,1,0,273,14,2122,0,5,87,not-for-profit,El Campo Memorial Hospital,397,40.78,75,1,44.68,11.09,9.82,9.79,16.62,4.53,11.81,59,10.01,2.220210667641,13.28020524001,178.74407276,56.387442321,120.3175835,47.40189053,35.0336072,0,0,0,0,0,no affiliation,small,49,0,0,0
757,11387,11881,24024,450697,2,Yes,N,Y,1.725,0.78007,0,0,3355,3383,15031,0,66,560,for-profit,Southwest General Hospital,412,38.92,75,0.97,45.29,3.94,32.08,13.74,15.05,4.51,11.48,47.4,12.1,2.207964455418,11.33263782226,193.185885,63.014129686,127.95689036,48.687247162,38.534656143,0,0,3,3,0,no affiliation,medium,289,1,1,0
336,6258,6812,13405,450698,,Yes,N,N,0.999,0.42286,0,0,184,102,1423,0,2,4,public,Lamb Healthcare Center,400,23.94,76,0.97,44.18,2.98,20.16,15.95,18.29,5.54,12.66,70.32,7.03,3.082908958633,16.76655598287,160.57928683,59.113630636,99.106349747,32.186871873,35.01251154,0,0,3,0,0,no affiliation,small,41,0,0,0
613,11284,8953,20850,450702,4,Yes,N,N,1.8643,0.25822,0,0,3942,1416,18856,0,52,276,for-profit,Longview Regional Medical Center,399,26.7,75,1,43.39,11.21,1.94,12.94,18.74,6.75,14.98,63.16,11.59,2.426355978037,13.05558212136,158.28377884,48.213415429,108.17862813,42.505768343,34.846741621,0,1,2,3,0,limited/graduate,medium,170,1,1,1
644,10327,12171,23141,450709,3,Yes,N,N,1.4926,0.09442,0,0,2496,468,13684,0,139,543,not-for-profit,Houston Methodist St. John Hospital,397,40.78,75,1,44.68,11.09,9.82,9.79,16.62,4.53,11.81,59,10.01,2.220210667641,13.28020524001,178.74407276,56.387442321,120.3175835,47.40189053,35.0336072,0,0,0,1,0,no affiliation,medium,178,1,0,0
740,9847,9234,19823,450711,4,Yes,N,N,1.6536,0.70086,0,0,5443,4693,24201,0,143,568,for-profit,Rio Grande Regional Hospital,402,51.37,75,1.18,47.04,0.2,70.67,35.49,17.09,4.19,17.33,56.37,3.38,2.635802296514,12.28571106703,117.44206214,47.498081063,67.311552127,23.149278539,23.148584499,0,1,3,2,0,no affiliation,medium,320,1,1,0
713,10346,10060,21119,450713,4,Yes,N,Y,1.5411,0.23075,1,0,8123,1785,26178,0,170,1187,for-profit,St. David's South Austin Medical Center,385,29.81,75,0.9,45.1,4.68,10.81,9.39,15.42,4.11,10.78,51.26,14.52,1.662300175391,12.26539119403,206.42869801,71.834932677,132.24755581,49.582450342,40.012104864,0,0,1,2,0,no affiliation,medium,225,1,1,0
721,9581,12102,22404,450716,2,Yes,N,N,1.5164,0.54199,1,0,1963,3158,18908,0,158,566,for-profit,Cypress Fairbanks Medical Center,397,40.78,75,1,44.68,11.09,9.82,9.79,16.62,4.53,11.81,59,10.01,2.220210667641,13.28020524001,178.74407276,56.387442321,120.3175835,47.40189053,35.0336072,0,0,3,2,0,no affiliation,medium,181,1,1,0
789,10230,11669,22689,450718,4,Yes,N,Y,1.5719,0.24449,1,0,3678,1066,14739,0,331,1280,not-for-profit,St. David's Round Rock Medical Center,385,29.81,75,0.9,45.1,4.68,10.81,9.39,15.42,4.11,10.78,51.26,14.52,1.662300175391,12.26539119403,206.42869801,71.834932677,132.24755581,49.582450342,40.012104864,0,0,1,2,0,no affiliation,medium,170,1,1,0
731,10532,13088,24352,450723,3,Yes,N,Y,1.6678,0.33289,1,1,6459,2853,24770,0,88,216,not-for-profit,Methodist Charlton Medical Center,391,31.46,75,0.97,43.56,8.62,6.09,10.35,16.83,5.11,13.49,56.69,12.19,2.207400952844,12.55102433474,190.8242376,62.832265613,125.77438686,46.422281132,37.543197222,0,0,2,2,0,no affiliation,medium,285,1,1,0
691,10394,11467,22551,450730,2,Yes,N,Y,1.5882,0.33298,1,1,2297,900,11713,0,59,423,for-profit,Baylor Medical Center at Carrollton,391,31.46,75,0.97,43.56,8.62,6.09,10.35,16.83,5.11,13.49,56.69,12.19,2.207400952844,12.55102433474,190.8242376,62.832265613,125.77438686,46.422281132,37.543197222,0,0,2,2,0,no affiliation,medium,197,1,1,0
720,9851,11991,20306,450742,2,Yes,N,Y,1.4033,0.32953,0,0,2841,1509,16340,0,91,497,for-profit,Lake Pointe Medical Center,391,31.46,75,0.97,43.56,8.62,6.09,10.35,16.83,5.11,13.49,56.69,12.19,2.207400952844,12.55102433474,190.8242376,62.832265613,125.77438686,46.422281132,37.543197222,0,0,2,1,0,no affiliation,medium,112,1,1,0
626,11004,9426,20668,450743,4,Yes,N,Y,1.4473,0.24843,0,0,4325,1665,16869,0,25,324,not-for-profit,Texas Health Presbyterian Hospital Denton,391,31.46,75,0.97,43.56,8.62,6.09,10.35,16.83,5.11,13.49,56.69,12.19,2.207400952844,12.55102433474,190.8242376,62.832265613,125.77438686,46.422281132,37.543197222,0,0,1,1,0,no affiliation,medium,255,1,1,0
406,5735,9948,16089,450746,,No,N,N,0.9839,0.11472,0,0,96,3,1104,0,2,12,public,Knox County Hospital,420,17.01,76,1.03,43.84,4.03,5.64,12.49,18.56,6.47,16.3,59.87,10.89,3.054638462258,17.15864478284,180.43477673,64.678915447,113.43371475,36.475564477,38.878429897,0,0,0,0,0,no affiliation,small,28,0,0,0
593,8582,9912,19088,450747,3,Yes,N,N,1.3331,0.4238,0,0,2203,1334,10346,0,16,40,for-profit,Palestine Regional Medical Center-East,416,25.71,75,0.97,44.82,8.43,2.9,11.84,17.86,5.32,13.3,74.26,9.15,2.443587034679,15.14119046007,175.0758229,60.094314884,112.86727745,42.186381292,36.985151215,0,0,3,1,0,no affiliation,medium,146,0,1,0
604,7285,8534,19576,450749,3,Yes,N,N,0.8553,0.26605,1,0,220,19,1376,0,2,28,not-for-profit,East Texas Medical Center Trinity,397,40.78,75,1,44.68,11.09,9.82,9.79,16.62,4.53,11.81,59,10.01,2.220210667641,13.28020524001,178.74407276,56.387442321,120.3175835,47.40189053,35.0336072,0,0,2,0,0,no affiliation,small,45,0,0,0
474,6256,8091,14820,450754,4,Yes,N,N,1.0411,0.12019,0,0,903,74,4399,0,12,117,public,Hamilton General Hospital,418,33.29,75,0.93,44.81,9.48,7.01,14.47,17.68,6.72,11.12,68.14,8.2,2.455050954653,14.1058222017,173.34495267,62.727128358,108.42382707,32.895673027,38.48197489,0,0,0,0,0,no affiliation,small,34,0,0,0
398,6404,7311,14113,450755,3,Yes,N,N,0.9996,0.36192,1,0,230,354,3005,0,9,12,not-for-profit,Covenant Hospital-Levelland,400,23.94,76,0.97,44.18,2.98,20.16,15.95,18.29,5.54,12.66,70.32,7.03,3.082908958633,16.76655598287,160.57928683,59.113630636,99.106349747,32.186871873,35.01251154,0,0,3,0,0,no affiliation,small,61,0,0,0
855,14342,9220,24417,450766,4,Yes,Y,Y,1.7765,0.0810121706,0,1,9829,1363,48111,0,100,1466,public,Ut Southwestern University Hospital-Zale Lipshy,391,31.46,75,0.97,43.56,8.62,6.09,10.35,16.83,5.11,13.49,56.69,12.19,2.207400952844,12.55102433474,190.8242376,62.832265613,125.77438686,46.422281132,37.543197222,0,0,0,3,0,major teaching,medium,152,1,1,1
626,11004,9426,23147,450771,4,Yes,N,Y,1.7183,0.18411,1,0,5623,1077,25146,0,227,1267,not-for-profit,Texas Health Presbyterian Hospital Plano,391,31.46,75,0.97,43.56,8.62,6.09,10.35,16.83,5.11,13.49,56.69,12.19,2.207400952844,12.55102433474,190.8242376,62.832265613,125.77438686,46.422281132,37.543197222,0,0,1,3,0,no affiliation,medium,203,1,1,0
120,14895,5793,20808,450774,,Yes,N,N,2.1052,0.03947,0,0,328,2,3174,0,0,59,for-profit,TOPS Surgical Specialty Hospital,397,40.78,75,1,44.68,11.09,9.82,9.79,16.62,4.53,11.81,59,10.01,2.220210667641,13.28020524001,178.74407276,56.387442321,120.3175835,47.40189053,35.0336072,0,0,0,3,0,no affiliation,small,15,1,1,0
774,10123,11110,22005,450775,3,Yes,N,N,1.6378,0.27815,0,0,7653,2695,26534,0,164,511,for-profit,Kingwood Medical Center,397,40.78,75,1,44.68,11.09,9.82,9.79,16.62,4.53,11.81,59,10.01,2.220210667641,13.28020524001,178.74407276,56.387442321,120.3175835,47.40189053,35.0336072,0,0,2,2,0,no affiliation,medium,360,1,1,0
572,7367,11025,20925,450779,5,Yes,N,Y,1.4596,0.21928,0,0,6365,1874,21572,0,66,540,not-for-profit,Texas Health Harris Methodist Hospital Southwest F,394,43.24,75,1,44.41,6.2,6.73,8.86,17.65,5,12.67,52.32,13.55,2.020750367024,12.95390276471,164.7835575,57.471677695,104.77748636,37.377842377,34.858819159,0,0,1,1,0,no affiliation,large,630,1,1,0
173,14446,6271,20888,450780,,Yes,N,Y,2.1781,0.05483,0,0,211,5,1563,0,3,188,for-profit,Methodist Ambulatory Surgery Hospital - Northwest,412,38.92,75,0.97,45.29,3.94,32.08,13.74,15.05,4.51,11.48,47.4,12.1,2.207964455418,11.33263782226,193.185885,63.014129686,127.95689036,48.687247162,38.534656143,0,0,0,3,0,limited/graduate,small,31,1,1,1
670,11060,8909,20642,450788,4,Yes,N,N,1.5936,0.42856,1,0,7047,5230,29935,0,201,563,for-profit,Corpus Christi Medical Center,390,48.41,75,1.08,45.27,2.07,36.14,17.51,17.05,5.59,16.19,43.8,10.81,3.115462226706,13.94435417396,156.11440352,57.123225697,96.640665056,31.63047382,32.48668639,0,0,3,2,0,limited/graduate,large,583,1,1,1
1314,14386,2562,18263,450797,,No,N,N,1.357,0,0,0,45,11,881,0,89,166,for-profit,Houston Hospital for Specialized Surgery,397,40.78,75,1,44.68,11.09,9.82,9.79,16.62,4.53,11.81,59,10.01,2.220210667641,13.28020524001,178.74407276,56.387442321,120.3175835,47.40189053,35.0336072,0,1,0,1,0,no affiliation,small,6,1,1,0
817,10418,11169,22405,450801,3,Yes,Y,Y,1.66101,0.23993,1,1,7555,2548,28085,0,114,418,not-for-profit,CHRISTUS St. Michael Health System,022,19.48,75,1,43.77,12.88,0.99,16.34,18.27,4.78,13.62,61.01,10.59,2.928994917282,14.28893369297,156.22991881,57.235720074,96.804674302,31.04828697,36.70051548,0,0,1,2,0,limited/graduate,medium,312,1,1,1
532,11044,11331,22906,450803,2,Yes,N,N,1.4223,0.85508,0,0,458,557,2871,0,48,141,for-profit,Doctor's Hospital - Tidwell,397,40.78,75,1,44.68,11.09,9.82,9.79,16.62,4.53,11.81,59,10.01,2.220210667641,13.28020524001,178.74407276,56.387442321,120.3175835,47.40189053,35.0336072,0,1,3,1,0,no affiliation,medium,117,1,,0
212,15859,5228,21299,450804,5,Yes,N,N,2.2873,0.04989,0,0,1320,52,6280,0,,,not-for-profit,Texas Orthopedic Hospital,397,40.78,75,1,44.68,11.09,9.82,9.79,16.62,4.53,11.81,59,10.01,2.220210667641,13.28020524001,178.74407276,56.387442321,120.3175835,47.40189053,35.0336072,0,0,0,3,0,no affiliation,small,46,1,1,0
187,26614,4259,31060,450808,,No,N,N,3.847,0.004601227,0,0,143,0,953,0,0,211,for-profit,Northwest Hills Surgical Hospital,385,29.81,75,0.9,45.1,4.68,10.81,9.39,15.42,4.11,10.78,51.26,14.52,1.662300175391,12.26539119403,206.42869801,71.834932677,132.24755581,49.582450342,40.012104864,0,1,0,3,0,no affiliation,small,8,1,1,0
621,10691,9377,20690,450809,4,Yes,N,Y,1.6446,0.27915,1,0,6157,2723,31064,0,467,1587,for-profit,St. David's North Austin Medical Center,385,29.81,75,0.9,45.1,4.68,10.81,9.39,15.42,4.11,10.78,51.26,14.52,1.662300175391,12.26539119403,206.42869801,71.834932677,132.24755581,49.582450342,40.012104864,0,0,2,2,0,no affiliation,medium,332,1,1,0
674,11213,10701,22586,450820,4,No,N,Y,1.7584,0.22488,1,0,6861,1218,31161,0,186,914,not-for-profit,Houston Methodist Sugar Land Hospital,397,40.78,75,1,44.68,11.09,9.82,9.79,16.62,4.53,11.81,59,10.01,2.220210667641,13.28020524001,178.74407276,56.387442321,120.3175835,47.40189053,35.0336072,0,0,1,3,0,no affiliation,small,22,1,1,0
758,8588,8999,18345,450822,4,Yes,N,Y,1.3687,0.1456,1,0,1371,420,9478,0,88,584,for-profit,Las Colinas Medical Center,391,31.46,75,0.97,43.56,8.62,6.09,10.35,16.83,5.11,13.49,56.69,12.19,2.207400952844,12.55102433474,190.8242376,62.832265613,125.77438686,46.422281132,37.543197222,0,1,0,1,0,no affiliation,medium,100,1,1,0
234,15751,5689,21675,450825,,No,N,N,2.2075,0.41373,0,0,329,46,1352,0,39,96,for-profit,Cornerstone Regional Hospital,402,51.37,75,1.18,47.04,0.2,70.67,35.49,17.09,4.19,17.33,56.37,3.38,2.635802296514,12.28571106703,117.44206214,47.498081063,67.311552127,23.149278539,23.148584499,0,0,3,3,0,no affiliation,small,14,1,1,0
354,15477,10548,26379,450827,4,No,N,N,2.0813,0.0655157711,0,0,643,34,3502,0,50,216,for-profit,Kell West Regional Hospital,420,17.01,76,1.03,43.84,4.03,5.64,12.49,18.56,6.47,16.3,59.87,10.89,3.054638462258,17.15864478284,180.43477673,64.678915447,113.43371475,36.475564477,38.878429897,0,1,0,3,0,no affiliation,small,41,1,1,0
818,8357,10562,19738,450828,3,Yes,N,Y,1.2246,0.47855,0,0,1373,794,8062,0,370,900,not-for-profit,CHRISTUS Spohn Hospital Alice,390,48.41,75,1.08,45.27,2.07,36.14,17.51,17.05,5.59,16.19,43.8,10.81,3.115462226706,13.94435417396,156.11440352,57.123225697,96.640665056,31.63047382,32.48668639,0,0,3,0,0,no affiliation,medium,135,0,1,0
643,7801,11338,19782,450833,3,Yes,N,N,1.2477,0.39154,0,0,567,429,3597,0,36,75,for-profit,Ennis Regional Medical Center,391,31.46,75,0.97,43.56,8.62,6.09,10.35,16.83,5.11,13.49,56.69,12.19,2.207400952844,12.55102433474,190.8242376,62.832265613,125.77438686,46.422281132,37.543197222,0,0,3,0,0,no affiliation,small,44,1,1,0
103,17447,4095,21645,450834,,No,N,N,2.3451,0.0068531287,0,0,147,0,1096,0,88,165,for-profit,The Physicians Centre Hospital,388,24.31,75,0.92,44.81,9.68,8.41,11.26,17.52,4.88,11.81,70.57,8.04,1.726464530657,11.57389522158,166.76436763,66.068522572,98.253926129,40.541655967,30.782610997,0,0,0,3,0,no affiliation,small,16,1,1,0
651,10461,12096,23208,450844,4,No,N,Y,1.5082,0.3163,1,0,6652,1973,30089,0,177,833,not-for-profit,Houston Methodist Willowbrook Hospital,397,40.78,75,1,44.68,11.09,9.82,9.79,16.62,4.53,11.81,59,10.01,2.220210667641,13.28020524001,178.74407276,56.387442321,120.3175835,47.40189053,35.0336072,0,0,2,1,0,no affiliation,medium,251,1,1,0
254,14389,4756,19399,450845,,Yes,Y,N,2.1492,0.13749,0,0,468,16,2526,0,8,107,for-profit,El Paso Specialty Hospital,393,49.32,75,0.96,46.36,2.69,42.98,15.36,15.08,3.27,12.29,53.67,11.41,1.95259412071,10.34016292391,146.89437118,50.974662411,93.754859972,34.52331416,30.093388103,0,0,0,3,0,no affiliation,small,31,1,1,0
621,10080,10899,21603,450847,4,Yes,Y,Y,1.5186,0.24884,1,1,3531,754,21858,0,132,563,not-for-profit,Memorial Hermann Katy Hospital,397,40.78,75,1,44.68,11.09,9.82,9.79,16.62,4.53,11.81,59,10.01,2.220210667641,13.28020524001,178.74407276,56.387442321,120.3175835,47.40189053,35.0336072,0,0,1,2,0,limited/graduate,medium,142,1,1,1
369,14187,4951,21137,450848,4,Yes,Y,Y,1.6013,0.31238,1,1,1986,730,16071,0,104,682,not-for-profit,Memorial Hermann Sugar Land Hospital,397,40.78,75,1,44.68,11.09,9.82,9.79,16.62,4.53,11.81,59,10.01,2.220210667641,13.28020524001,178.74407276,56.387442321,120.3175835,47.40189053,35.0336072,0,0,2,2,0,no affiliation,small,81,1,1,0
1188,17220,6346,24754,450851,4,Yes,N,Y,2.2022,0.0949166995,1,1,1355,44,8450,0,68,729,for-profit,Baylor Jack and Jane Hamilton Heart and Vascular H,391,31.46,75,0.97,43.56,8.62,6.09,10.35,16.83,5.11,13.49,56.69,12.19,2.207400952844,12.55102433474,190.8242376,62.832265613,125.77438686,46.422281132,37.543197222,0,0,0,3,0,no affiliation,small,61,1,1,0
691,10394,11467,23610,450853,4,Yes,N,N,2.1755,0.0149630053,0,0,873,40,8898,0,166,592,for-profit,Baylor Medical Center at Frisco,391,31.46,75,0.97,43.56,8.62,6.09,10.35,16.83,5.11,13.49,56.69,12.19,2.207400952844,12.55102433474,190.8242376,62.832265613,125.77438686,46.422281132,37.543197222,0,1,0,3,0,no affiliation,small,25,1,1,0
534,11791,10194,22519,450855,4,No,N,N,1.8033,0.48697,0,0,2592,966,11536,0,31,123,for-profit,Harlingen Medical Center,396,47.9,76,1.22,44.57,0.24,67,40.43,18.03,4.44,19.31,51.66,7.17,2.329912298854,8.658615176333,113.79869544,45.117632696,66.339156446,24.242622018,22.563519971,0,0,3,3,0,limited/graduate,medium,112,1,1,1
